model,run_type,best_params,accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted
DecisionTreeClassifier,bayesian_search,"{'max_depth': 15, 'min_samples_split': 2}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 15, 'min_samples_split': 5}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 10, 'min_samples_split': 2}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 10, 'min_samples_split': 5}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 5, 'min_samples_split': 5}",0.9949999999999999,0.9950992559129588,0.9950992559129588,0.9949999999999999,0.9949999999999999,0.9949993811345461,0.9949993811345461
DecisionTreeClassifier,bayesian_search,"{'max_depth': 5, 'min_samples_split': 10}",0.9949999999999999,0.9950992559129588,0.9950992559129588,0.9949999999999999,0.9949999999999999,0.9949993811345461,0.9949993811345461
DecisionTreeClassifier,bayesian_search,"{'max_depth': 15, 'min_samples_split': 2}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 15, 'min_samples_split': 5}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 10, 'min_samples_split': 2}",1.0,1.0,1.0,1.0,1.0,1.0,1.0
DecisionTreeClassifier,bayesian_search,"{'max_depth': 5, 'min_samples_split': 5}",0.9949999999999999,0.9950992559129588,0.9950992559129588,0.9949999999999999,0.9949999999999999,0.9949993811345461,0.9949993811345461
DecisionTreeClassifier,bayesian_search,"{'max_depth': 10, 'min_samples_split': 10}",0.9996666666666666,0.9996683250414595,0.9996683250414595,0.9996666666666666,0.9996666666666666,0.9996666645833203,0.9996666645833203
